description,keywords,title,sentiment
"VeriSign reported Q4 earnings of $1.70 per share, beating the Zacks Consensus Estimate of $1.53 per share. Revenues also surpassed expectations, coming in at $369.2 million. The company has topped consensus EPS and revenue estimates in recent quarters.","['earnings', 'earnings-estimates', 'earnings-outlook', 'earnings-surprise', 'industry-outlook', 'zacks-consensus-estimate', 'zacks-rank']",VeriSign (VRSN) Tops Q4 Earnings and Revenue Estimates,positive
"The article discusses two growth stocks, Alphabet and The Trade Desk, as potential investments for $1,000. Alphabet is described as an industry power with less risk, while The Trade Desk has more potential upside. The article provides an analysis of the companies' financial performance and growth prospects.","['Alphabet', 'The Trade Desk', 'growth stocks', 'investing', 'technology', 'advertising']","The Ultimate Growth Stocks to Buy With $1,000 Right Now",positive
"Nucor Corporation (NUE) is a steel company that has seen a 2.9% increase in its stock price over the past month, outperforming the Zacks S&P 500 composite. However, the company's earnings estimates have been revised downward, indicating a potential slowdown in its performance.","['Nucor Corporation', 'steel company', 'earnings estimates']",Nucor Corporation (NUE) Is a Trending Stock: Facts to Know Before Betting on It,neutral
"Velo3D stock saw a 24.8% surge on Friday after Cathie Wood's Ark Invest purchased $1.8 million worth of shares, offsetting earlier sell-offs following the departure of the company's CFO. Velo3D counts Tesla's SpaceX, Honeywell, and Lockheed Martin as clients, indicating potential for long-term growth, though its business trajectory remains speculative.","['Velo3D', 'Cathie Wood', 'Ark Invest', 'CFO departure', '3D printing']",Why Velo3D Stock Skyrocketed Today,positive
"SoFi Technologies and Kinsale Capital are two financial companies with impressive growth rates. SoFi's diversified business model and potential for profitability make it a promising buy-to-hold investment, while Kinsale's dominance in the excess and surplus insurance niche and consistent profitability indicate it may be poised for long-term success.","['SoFi Technologies', 'Kinsale Capital', 'financial services', 'investing', 'growth stocks']",Better Buy: SoFi or Kinsale Capital?,positive
"Shopify's stock has underperformed the broader market in the past month, with analysts revising earnings estimates downward. The company's valuation also appears high compared to its peers, suggesting it may underperform in the near term.","['Shopify', 'earnings estimates', 'valuation']",Here is What to Know Beyond Why Shopify Inc. (SHOP) is a Trending Stock,negative
"Pembina Pipeline Corporation reported Q4 2022 earnings per share of 29 cents, missing the Zacks Consensus Estimate of 52 cents, primarily due to weak performance in the Marketing & New Ventures segment. However, the company's bottom line was significantly above the year-ago quarter's 6 cents, driven by strong Pipelines segment results.","['Pembina Pipeline Corporation', 'earnings', 'Q4 2022', 'Pipelines', 'Marketing & New Ventures']","Pembina (PBA) Q4 Earnings Miss Estimates, Revenues Beat",neutral
"Main Street Capital, an investment firm, closed at $39.65 in the latest trading session, marking a 1.23% gain from the prior day. The company is expected to report strong earnings and revenue growth in its upcoming earnings release.","['Main Street Capital', 'investment firm', 'earnings', 'revenue']",Main Street Capital (MAIN) Gains But Lags Market: What You Should Know,positive
"T-Mobile is starting to pay dividends, which could make it an attractive option for income-focused investors despite its lower yield compared to rivals Verizon and AT&T. T-Mobile plans to grow its dividend by around 10% per year, and its share buyback program could also boost its per-share payout.","['T-Mobile', 'Verizon', 'AT&T', 'dividends', 'share buybacks']",Income Alert: Investors Have Another New (and Potentially Brilliant) Dividend Stock to Consider,positive
"W.P. Carey, a real estate investment trust, closed the latest trading day at $65.68, indicating a 0.21% increase from the previous session. The company's upcoming earnings release is expected to show a 6.2% decline in EPS compared to the previous year, but a 5.53% increase in revenue. The Zacks Rank #3 (Hold) stock is currently trading at a premium compared to its industry.","['W.P. Carey', 'real estate investment trust', 'earnings', 'Zacks Rank']",W.P. Carey (WPC) Laps the Stock Market: Here's Why,neutral
"Credit Acceptance reported better-than-expected Q4 earnings and revenues, but its stock has underperformed the market so far this year. The company's earnings outlook is favorable, and it is expected to outperform the market in the near future.","['earnings', 'earnings-estimates', 'earnings-outlook', 'earnings-surprise', 'industry-outlook', 'zacks-consensus-estimate', 'zacks-rank']",Credit Acceptance (CACC) Surpasses Q4 Earnings and Revenue Estimates,positive
"Macy's stock closed higher, outperforming the broader market. The company is expected to report lower earnings and revenue in the upcoming quarter compared to the prior-year period. Analysts have made positive estimate revisions, indicating optimism about the company's business and profitability.","[""Macy's"", 'earnings', 'revenue', 'estimate revisions', 'stock performance']",Macy's (M) Gains As Market Dips: What You Should Know,positive
"Haynes International, Inc. experienced a cybersecurity incident in June 2023, which disrupted its operations and is estimated to have a $0.40-$0.45 impact on its Q3 2023 earnings per share.","['cybersecurity', 'financial impact', 'earnings', 'production disruption']",Haynes International Provides Cybersecurity Update and Estimated Third Quarter Financial Impact,negative
"STMicroelectronics is considered a solid growth stock due to its strong earnings growth, high cash flow growth, and positive earnings estimate revisions. The article highlights these factors as reasons to believe the company has promising growth prospects.","['STMicroelectronics', 'growth stock', 'earnings growth', 'cash flow growth', 'earnings estimate revisions']","Is STMicroelectronics (STM) a Solid Growth Stock? 3 Reasons to Think ""Yes""",positive
"Equinor (EQNR) stock closed at $29.06, down 0.89% from the previous day, lagging the S&P 500's 0.09% gain. The company is expected to report a year-over-year decline in earnings and revenue for the upcoming quarter and full year.","['Equinor', 'oil and gas', 'earnings', 'revenue']",Equinor (EQNR) Stock Sinks As Market Gains: What You Should Know,negative
"Americans can save up to $600,000 in taxes when buying a $1 million property in Singapore compared to other foreign buyers, thanks to the Singapore-US Free Trade Agreement that exempts them from the Additional Buyer's Stamp Duty.","['Singapore', 'real estate', 'property investment', 'tax advantages', 'US-Singapore trade agreement']",Americans: You Can Buy A Singapore Property Through Ohmyhome Now,positive
"Blackbaud, a social impact software specialist, reported strong Q3 2023 results, with revenue growth, margin expansion, and exceeding the 'Rule of 40' metric earlier than expected. The company's stock is trading at a reasonable valuation, and the author sees potential for continued growth.","['Blackbaud', 'financial results', 'Rule of 40', 'software-as-a-service']",Why Blackbaud Stock Soared Today,positive
"Ares Capital (ARCC) closed at $19.08, up 0.58% from the previous day, outpacing the S&P 500's 0.29% decline. The company is expected to report earnings on July 25, 2023, with analysts estimating earnings of $0.57 per share, a 9.62% year-over-year increase.","['Ares Capital', 'earnings report', 'stock performance']",Ares Capital (ARCC) Gains As Market Dips: What You Should Know,positive
"Nvidia reported better-than-expected Q4 results, with gaming revenue recovering and its data center business benefiting from the growth in generative AI. The company's stock surged on the news.","['Nvidia', 'gaming', 'data center', 'generative AI']",Nvidia Stock Surges as Gaming Drives Earnings Beat,positive
"Celsius Holdings Inc. (CELH) closed the trading day at $96.18, down 1.72% from the previous session, underperforming the S&P 500's 0.03% loss. The company's shares have declined 11.18% over the past month, lagging the Consumer Staples sector's loss of 1.76% and the S&P 500's gain of 3.6%.","['Celsius Holdings Inc.', 'stock performance', 'market trends']",Celsius Holdings Inc. (CELH) Dips More Than Broader Markets: What You Should Know,negative
"General Mills is expected to report top-line growth in its Q4 fiscal 2023 earnings, driven by its Accelerate strategy and strength in the Pet segment. However, inflation and supply chain challenges may have impacted profits.","['General Mills', 'earnings', 'revenue growth', 'Accelerate strategy', 'Pet segment', 'inflation', 'supply chain']",General Mills (GIS) Gears Up for Q4 Earnings: Things to Note,positive
"Glaukos Corporation reported a narrower adjusted loss per share than expected for Q4 2022, but revenues declined year-over-year. The company issued guidance for 2023 revenues, and its new product launches and pipeline developments raise optimism, though wider losses and operating losses in the quarter are concerning.","['Glaukos Corporation', 'earnings', 'revenue', 'guidance', 'new products', 'pipeline']","Glaukos' (GKOS) Q4 Earnings Beat Estimates, Sales Decline Y/Y",neutral
"Heartland Express, a truckload carrier, has been awarded the FedEx Express 'Platinum Award for 99.98% On-Time Service' and 'FedEx National Carrier of the Year' award for the 13th consecutive year, demonstrating its consistent delivery of high-quality service.","['Heartland Express', 'FedEx Express', 'on-time service', 'carrier of the year']",Heartland Express Inc. Earns Carrier Of The Year And Platinum Award For On-Time Service From FedEx Express,positive
"Brilliant Earth Group, Inc. reported strong second quarter results, with increased revenue, expanded gross margin, and profitability that exceeded expectations. The company continues to see growing demand for its ethically sourced fine jewelry and is expanding its showroom footprint.","['jewelry', 'e-commerce', 'omnichannel', 'profitability', 'growth']",Brilliant Earth Reports Second Quarter 2023 Results,positive
"Wedbush has maintained its Outperform rating for CoreCivic and raised its price target from $14.00 to $17.00, indicating a potential 19.72% increase from the current share price.","['CoreCivic', 'Wedbush', 'Analyst Ratings']",Wedbush Maintains Outperform Rating for CoreCivic: Here's What You Need To Know,positive
"Palo Alto Networks reported strong Q4 earnings, beating Wall Street's targets despite a slight sales miss. The company's guidance for the current quarter and full fiscal year also suggests better-than-expected profitability, driving bullish sentiment around the stock.","['Palo Alto Networks', 'earnings', 'sales', 'guidance', 'profitability']",Why Palo Alto Networks Stock Is Soaring Today,positive
"Verizon Communications and Zebra Technologies have partnered to launch specialized Zebra mobile devices and software solutions tailored for Verizon's Private 5G users. The collaboration aims to streamline the adoption and implementation of these devices, providing businesses with quicker access to tools essential for leveraging their private networks effectively.","['Verizon', 'Zebra Technologies', 'Private 5G', 'mobile devices', 'software solutions']",Verizon (VZ) & Zebra Partner to Accelerate Private 5G Solutions,positive
"Biomarin Pharmaceutical (NASDAQ:BMRN) has an average price target of $110.94 from 16 analysts, with a high of $185.00 and a low of $70.00. The current average represents a 4.26% decrease from the previous average price target of $115.88.","['Biomarin Pharmaceutical', 'analyst ratings']",What 16 Analyst Ratings Have To Say About Biomarin Pharmaceutical,neutral
"Aquestive Therapeutics reported strong Q1 2023 results, including revenue and EBITDA growth, debt reduction, and progress on key initiatives like the development of Anaphylm and Libervant. The company also obtained dismissal of shareholder lawsuits.","['Anaphylm', 'Libervant', 'Suboxone', 'Ondif', 'Sympazan']",Aquestive Therapeutics Reports First Quarter 2023 Financial Results and Provides Business Update,positive
"Silk Road Medical, Inc. (NASDAQ: SILK) announced it will report its Q1 2023 financial results on May 9th and host a corresponding audio webcast.","['Silk Road Medical', 'financial results', 'Q1 2023']","Silk Road Medical to Report First Quarter 2023 Financial Results on May 9, 2023",neutral
"Ingalls Shipbuilding, a division of HII, has successfully completed builder's sea trials for the U.S. Coast Guard's newest national security cutter, Calhoun (WMSL 759). The ship underwent testing of its propulsion, auxiliary equipment, and various systems, marking a major accomplishment for the shipbuilders.","['Ingalls Shipbuilding', 'U.S. Coast Guard', 'National Security Cutter', ""Builder's Sea Trials""]",Ingalls Shipbuilding Successfully Completes Builder’s Trials for Calhoun (WMSL 759),positive
"XOMA Corporation, a biotech royalty aggregator, announced that its Executive Chairman, Owen Hughes, will present a company update at the H.C. Wainwright 25th Annual Global Investment Conference on September 12, 2023.","['XOMA Corporation', 'biotech', 'royalty aggregator', 'investment conference']",XOMA to Present at H.C. Wainwright 25th Annual Global Investment Conference,positive
"Conduent Incorporated, a global technology-led business solutions and services company, has been honored by Comparably with a Best Leadership Team award based on employee ratings of its leadership team, including the CEO, executives, and direct managers.","['Conduent', 'leadership team', 'Comparably', 'employee ratings']",Conduent Recognized by Comparably with Best Leadership Team Award,positive
"Unum Group is expected to report strong earnings, with analysts raising their estimates ahead of the report. The company's Zacks Earnings ESP of +0.68% suggests a potential earnings beat, which has historically been a good indicator of outperformance.","['Unum Group', 'earnings', 'earnings estimate revision', 'Zacks Earnings ESP']",Why Unum Group (UNM) Might Surprise This Earnings Season,positive
"Hamas has released two Israeli hostages in Egypt, while Google has temporarily disabled live traffic conditions in Israel and Gaza at the request of the Israeli military ahead of a potential ground offensive in Gaza. The Israel-Hamas conflict is intensifying, with the IDF preparing for a ground operation to destroy Hamas's leadership, military wing, and infrastructure.","['Hamas', 'Israel', 'Gaza', 'Google Maps', 'Hostages']","Hamas Releases Two Hostages, Google Maps Goes Offline In Gaza As Israel Prepares Ground Offensive",neutral
"Verizon is hiring 1,800 additional technicians to support its broadband expansion across the East Coast, with a focus on building, maintaining, and installing Fios home internet. The roles will be based in areas where Verizon is expanding internet service in rural and underserved communities, with funding from the American Rescue Plan.","['Verizon', 'broadband expansion', 'technicians', 'Fios', 'rural communities', 'American Rescue Plan']","Verizon is hiring 1,800 additional technicians to support broadband expansion",positive
"InMode and Medtronic, two medical device manufacturers, have seen their share prices decline in 2022. While InMode has a higher growth rate and appears undervalued, Medtronic offers a strong dividend. The article suggests that InMode may be the better buy for growth investors, despite Medtronic's size and diversity.","['medical devices', 'InMode', 'Medtronic', 'growth', 'dividend']",Better Buy: InMode or Medtronic?,positive
"AT&T, a telecom giant, has struggled in recent years, with its stock price down over 40% from its high. However, the company is now focusing on its core telecom business, investing $14 billion with Ericsson to modernize its network infrastructure. With a high dividend yield and a low valuation, AT&T may present an opportunity for long-term investors.","['AT&T', 'Ericsson', 'telecom', 'dividend', 'valuation']",Is AT&T a Buy?,positive
"Hamilton Lane reported revenue of $112.79 million, up 11.8% year-over-year, and EPS of $0.96, compared to $0.89 in the prior-year quarter. The reported revenue missed the Zacks Consensus Estimate, while EPS beat the estimate. The company's key metrics, including fee-earning AUM and revenue components, were mostly in line with analyst expectations.","['Hamilton Lane', 'earnings', 'key metrics', 'Wall Street estimates']",Hamilton Lane (HLNE) Q4 Earnings: How Key Metrics Compare to Wall Street Estimates,neutral
"Carnival Corp reported better-than-expected financial results, leading to positive analyst coverage and a rise in the company's stock price.","['Carnival', 'earnings', 'analyst ratings']",Why Carnival Shares Are Rising Tuesday,positive
"MDxHealth's Select mdx for Prostate Cancer test has been approved for reimbursement by the Molecular Diagnostics Services (MolDX) Program, providing coverage for Medicare patients who meet the coverage conditions.","['prostate cancer', 'diagnostics', 'reimbursement', 'Medicare']",Foundational LCD Covers Select mdx for Prostate Cancer,positive
"The article discusses the Invesco Dynamic Semiconductors ETF (PSI), a smart beta exchange-traded fund that provides broad exposure to the semiconductor industry. It highlights the fund's investment strategy, cost, sector exposure, and top holdings, as well as compares it to other semiconductor ETFs.","['Invesco Dynamic Semiconductors ETF', 'smart beta ETF', 'semiconductor industry', 'Broadcom', 'NVIDIA', 'Analog Devices']",Is Invesco Dynamic Semiconductors ETF (PSI) a Strong ETF Right Now?,positive
"23andMe, a leading human genetics and biopharmaceutical company, announced that it will be participating in investor presentations at the Citi Healthcare Services, Medtech, Tools & HCIT Conference and the Cowen Health Care Conference in March 2023.","['23andMe', 'investor conferences', 'biopharmaceutical', 'genetics']",23andMe to Present at Upcoming Investor Conferences,positive
"Insiders at Kimberly-Clark, Electronic Arts, Lowe's, and Ross Stores have been selling shares, which could indicate concerns about the companies' prospects or that the stocks are overpriced.","['insider trading', 'stock sales', 'Kimberly-Clark', 'Electronic Arts', ""Lowe's"", 'Ross Stores']","Kimberly-Clark, Electronic Arts And 2 Other Stocks Insiders Are Selling",neutral
"Triple Flag Precious Metals has been upgraded to a Zacks Rank #2 (Buy) due to an upward trend in earnings estimates, which is a powerful force impacting stock prices. The upgrade reflects positivity about the company's earnings outlook, which could lead to buying pressure and an increase in its stock price.","['earnings estimates', 'earnings estimate revisions', 'rating upgrade', 'stock price movement', 'Zacks Rank']",What Makes Triple Flag (TFPM) a New Buy Stock,positive
"Analysts have provided an average price target of $9.00 for Ardelyx (ARDX), with a high of $11.00 and a low of $7.00. The current average price target is unchanged from the previous average.","['Ardelyx', 'analyst ratings', 'price target']",The Latest Analyst Ratings for Ardelyx,neutral
"Wall Street analysts predict a 37.06% upside in Nomad Foods (NOMD) based on their price targets, with a mean estimate of $23.67 indicating a potential increase from the current price of $17.27. The analysts' strong agreement on the company's ability to report better earnings supports this positive outlook.","['Nomad Foods', 'price target', 'earnings estimate', 'upside']",Wall Street Analysts Predict a 37.06% Upside in Nomad Foods (NOMD): Here's  What You Should Know,positive
"Over the past 3 months, 10 analysts have published their opinions on Equity Residential (EQR) stock. The company has an average price target of $67.6, with a high of $71.00 and a low of $63.00.","['Equity Residential', 'analyst ratings']",The Latest Analyst Ratings for Equity Residential,neutral
"The article compares the value of Tencent Music Entertainment Group Sponsored ADR (TME) and Airbnb, Inc. (ABNB) based on various valuation metrics. It concludes that TME is the better value option due to its lower P/E ratio, PEG ratio, and P/B ratio compared to ABNB.","['Tencent Music Entertainment Group', 'Airbnb', 'value investing', 'valuation metrics']",TME or ABNB: Which Is the Better Value Stock Right Now?,positive
"Argentina's president-elect Javier Milei plans to abandon the peso in favor of the U.S. dollar, faces a $16.1 billion fine over the seizure of oil company YPF, and claims sovereignty over the Falkland Islands, sparking controversy.","['Argentina', 'Javier Milei', 'peso', 'YPF', 'Falkland Islands']","Milei Shakes Up Argentina: Plans To Drop Peso, Faces $16.1B Oil Fine, Stakes Falklands Claim",negative
"The article compares the value of two utility stocks, Black Hills (BKH) and Consolidated Edison (ED), based on various valuation metrics. It concludes that Black Hills is the superior value option currently, with a better Zacks Rank, lower forward P/E ratio, and lower PEG ratio compared to Consolidated Edison.","['Utility - Electric Power stocks', 'Black Hills', 'Consolidated Edison', 'value stocks', 'Zacks Rank', 'valuation metrics']",BKH or ED: Which Is the Better Value Stock Right Now?,positive
"The article discusses three AI companies: Google, Adobe, and C3.ai. Google and Adobe are highlighted as promising AI investments, while C3.ai's stock price is seen as overvalued.","['AI', 'Google', 'Adobe', 'C3.ai', 'Alphabet', 'ChatGPT', 'Google Bard']","2 AI Stocks I Love, and 1 I Don't",positive
authID and ABM have signed an agreement to deploy authID's identity authentication solutions to optimize facilities' operations and secure employee access across shared devices. authID's biometric authentication services will allow ABM to deploy next-generation security and deliver a cost-effective and intuitive user authentication experience.,"['passwordless authentication', 'facial biometric', 'multi-factor authentication', 'identity authentication', 'shared devices', 'enterprise security']",authID Empowers ABM To Deploy Passwordless Authentication for Shared Devices Across the Enterprise,positive
"BlackRock Canada announced the final February 2023 cash distributions for the iShares Premium Money Market ETF, with a distribution of $0.168 per unit payable on February 28, 2023.","['BlackRock', 'iShares', 'Money Market ETF', 'Cash Distributions']",BlackRock® Canada Announces Final February Cash Distributions for the iShares® Premium Money Market ETF,positive
"Small businesses are most vulnerable to the impending recession due to high inflation, supply chain disruptions, and labor shortages. The Federal Reserve's interest rate hikes are expected to further strain these companies, which operate on thin profit margins and lack geographical diversification.","['small businesses', 'recession', 'inflation', 'interest rates', 'Federal Reserve']",5 Small Hidden Gems to Pick From a Volatile Wall Street,positive
"BlackRock Kelso Capital reported better-than-expected earnings and revenue for the second quarter of 2023, surpassing the Zacks Consensus Estimate. The company's stock has underperformed the S&P 500 so far this year, but the earnings outlook is favorable, suggesting the stock is expected to outperform the market in the near future.","['earnings', 'earnings-estimates', 'earnings-outlook', 'earnings-surprise', 'industry-outlook', 'zacks-consensus-estimate', 'zacks-rank']",BlackRock Kelso Capital (BKCC) Surpasses Q2 Earnings and Revenue Estimates,neutral
"Nordic American Tankers Ltd held its 2023 Annual General Meeting, where all resolutions were approved, including the election of directors and the appointment of KPMG as the company's independent auditors. The company stated that it is in a strong market with good prospects.","['Nordic American Tankers', 'Annual General Meeting', 'Directors', 'Auditors', 'Market Outlook']",Nordic American Tankers Ltd (NYSE: NAT) – Announces Results of its 2023 Annual General Meeting of Shareholders,positive
"The article suggests that Associated British Foods (ASBFY) and Kraft Heinz Company (KHC) are currently undervalued based on various valuation metrics, such as forward P/E ratio, PEG ratio, and P/B ratio, which are favorable compared to their respective industries.","['Associated British Foods', 'Kraft Heinz Company', 'value investing', 'undervalued stocks']",Are Investors Undervaluing Associated British Foods (ASBFY) Right Now?,positive
Texas Capital Bancshares has expanded its energy industry coverage by appointing Marc Graham as head of Energy and adding a team of experienced energy investment banking professionals. The move aims to provide comprehensive financial solutions to clients in the energy sector.,"['energy', 'investment banking', 'corporate banking', 'mergers and acquisitions', 'leveraged finance']",Texas Capital Strengthens Energy Industry Coverage with Dedicated Corporate & Investment Banking Team,positive
"The trucking industry is facing challenges such as driver shortages and high fuel costs, which are hurting growth. However, strong freight demand and shareholder-friendly measures by some companies suggest potential opportunities.","['trucking industry', 'driver shortage', 'fuel costs', 'freight demand', 'shareholder-friendly measures']",3 Trucking Stocks to Watch Amid Industry Challenges,positive
"Over the past 3 months, 16 analysts have published their opinion on Walt Disney stock. The analysts have an average price target of $115.88, with a high of $147.00 and a low of $76.00. The current average price target has decreased by 7.24% from the previous average.","['Walt Disney', 'analyst ratings']",16 Analysts Have This to Say About Walt Disney,neutral
"Alexandria Real Estate Equities, a REIT, has a dividend yield of 3.93%, which is lower than the industry average of 4.78%. The company has increased its dividend by an average of 5.84% annually over the last 5 years, and its current payout ratio is 57%. The company is expected to see solid earnings growth in 2023.","['Alexandria Real Estate Equities', 'REIT', 'dividend', 'earnings growth']",Alexandria Real Estate Equities (ARE) Could Be a Great Choice,positive
"Zacks Premium offers a range of tools and research to help investors make informed decisions, including the Zacks Rank, Style Scores, and access to Zacks #1 Rank List. The article highlights how these features can be used to identify stocks with the best chances of outperforming the market.","['Zacks Premium', 'Zacks Rank', 'Zacks Style Scores', 'stock research', 'investing tools']",Are You a Value Investor? This 1 Stock Could Be the Perfect Pick,neutral
"Salesforce.com (CRM) has a positive earnings surprise history, with a Zacks Earnings ESP of +0.45% and a Zacks Rank #2 (Buy), suggesting the company may beat earnings estimates again in its upcoming report.","['earnings', 'earnings-beat', 'earnings-esp', 'earnings-estimates', 'earnings-streak', 'zacks-consensus-estimate']",Will Salesforce.com (CRM) Beat Estimates Again in Its Next Earnings Report?,positive
"TOP Financial Group Limited, a Hong Kong-based online brokerage firm, reported a 24% increase in total revenues to $9.7 million for the fiscal year ended March 31, 2023. The company's net income decreased by 2.7% to $3.4 million, mainly due to increased professional fees related to its IPO.","['online brokerage', 'financial results', 'revenue growth', 'net income', 'IPO']","TOP Financial Group Limited Reports Financial Year Results Ended March 31, 2023",positive
"Goldman Sachs BDC (GSBD) closed the trading day at $14.84, up 1.78% from the previous session, outpacing the S&P 500's 0.84% gain. The specialty finance company has seen a 1.32% increase over the past month, outperforming the Finance sector's 0.85% loss.","['Goldman Sachs BDC', 'stock market', 'specialty finance', 'earnings']",Goldman Sachs BDC (GSBD) Outpaces Stock Market Gains: What You Should Know,positive
"Analysts expect steady growth for Acadia Pharmaceuticals' Nuplazid drug, despite lower-than-expected guidance for 2023. They are optimistic about the potential approval and launch of the company's Rett Syndrome drug trofinetide, but note concerns about its side effects and modest benefits.","['Acadia Pharmaceuticals', 'Nuplazid', 'trofinetide', 'Rett Syndrome']",Analysts See Steady Growth For Acadia Pharma's Nuplazid,positive
"Applied Digital, a designer, builder and operator of next-generation digital infrastructure for High Performance Computing, will host an earnings conference call on July 24, 2023 to discuss its Q4 and full-year 2023 results, as well as provide guidance for fiscal 2024.","['Applied Digital', 'earnings', 'conference call', 'High Performance Computing']","Applied Digital Sets Fiscal Fourth Quarter and Full Year 2023 Earnings Conference Call for Monday, July 24, 2023 at 9:00 a.m. Eastern Time",positive
"LCNB Corp. has entered an agreement to acquire Cincinnati Bancorp, Inc. in a stock-and-cash transaction. The deal is expected to significantly increase LCNB's presence in the Cincinnati market and expand its community banking franchise across the Ohio River into Northern Kentucky.","['LCNB Corp.', 'Cincinnati Bancorp, Inc.', 'acquisition', 'community banking', 'Cincinnati market', 'Northern Kentucky']",LCNB Corp (LCNB) Enters Deal to Acquire Cincinnati Bancorp,positive
"The article discusses Netflix's impressive speed in bringing advertising to its platform, which could drive the next phase of the company's growth. It also mentions other companies like Walt Disney and Warner Bros. Discovery.","['Netflix', 'advertising', 'growth']",1 Shocker in Netflix Earnings,positive
"ArcBest (ARCB) has an average price target of $124.6 from 10 analysts, with a high of $137 and a low of $108. The average price target has increased by 5.09% over the past month.","['ArcBest', 'analyst ratings']",Where ArcBest Stands With Analysts,positive
"Gerdau (GGB) is a fast-moving steel producer that offers value for investors. It has seen strong price momentum, positive earnings estimate revisions, and a reasonable valuation, making it an attractive option for value-oriented investors.","['Gerdau', 'momentum investing', 'value investing', 'steel industry']",Why Fast-paced Mover Gerdau (GGB) Is a Great Choice for Value Investors,positive
"BBSI, a leading provider of business management solutions, will report its Q1 2023 financial results on May 3, 2023. The company will host a conference call to discuss the results.","['BBSI', 'financial results', 'Q1 2023', 'conference call']","BBSI Sets First Quarter 2023 Conference Call for Wednesday, May 3, 2023, at 5:00 p.m. ET",neutral
"Analysts have provided 12-month price targets for Capri Holdings, with an average of $62.75, down from the previous average of $67.79. The company has received a mix of ratings from analysts, with some bullish and some bearish.","['Capri Holdings', 'analyst ratings', 'price targets']",The Latest Analyst Ratings for Capri Holdings,neutral
"Primo, a maker of pure-play water solutions, reported Q2 earnings of $0.24 per share, beating the Zacks Consensus Estimate of $0.21. Revenues of $593.3 million also surpassed the consensus. The company's performance was mixed, with earnings beating expectations but revenues topping estimates.","['earnings', 'earnings-estimates', 'earnings-outlook', 'earnings-surprise', 'industry-outlook', 'zacks-consensus-estimate', 'zacks-rank']",Primo (PRMW) Q2 Earnings and Revenues Beat Estimates,neutral
"Verizon announced several executive management changes, including the appointment of Sowmyanarayan Sampath as CEO of Verizon Consumer Group, Kyle Malady as CEO of Verizon Business Group, and Joe Russo as President of Global Networks and Technology. Additionally, CFO Matt Ellis will be leaving the company.","['Verizon', 'executive management', 'leadership changes', 'Verizon Consumer Group', 'Verizon Business Group', 'Global Networks and Technology', 'CFO']",Verizon announces senior management changes,positive
"60 Degrees Pharmaceuticals has registered a Phase IIB study of tafenoquine, the active molecule in its FDA-approved malaria prevention drug ARAKODA, for the treatment of COVID-19 patients with mild-moderate symptoms and low risk of disease progression.","['tafenoquine', 'COVID-19', 'clinical trial', 'ARAKODA']","60 Degrees Pharmaceuticals Registers ACLR8-LR, a Phase IIB Study of Tafenoquine for Treatment of COVID-19, on ClinicalTrials.gov ",positive
Renowned venture capitalist Paul Graham said that Microsoft's decision to leverage ChatGPT to challenge Google's search engine was more surprising than a '100-year pandemic' or a European war. He also noted that AI could potentially keep people from generating ideas that manual writing kindles.,"['ChatGPT', 'Microsoft', 'Google', 'Paul Graham']",Paul Graham Says Microsoft's Bing Challenging Google With ChatGPT More Surprising Than '100-Year Pandemic' Or 'European War',positive
"Analysts expect Illumina to report a decline in earnings and revenues for the fourth quarter of 2022. The company's earnings report, scheduled for February 7, 2023, could impact its stock price depending on how the actual results compare to the consensus estimates.","['earnings', 'consensus outlook', 'earnings surprise', 'Illumina', 'Techne']",Analysts Estimate Illumina (ILMN) to Report a Decline in Earnings: What to Look Out for,negative
"Cummins (CMI) closed 1% higher, outpacing the S&P 500's 0.14% gain. The engine maker is expected to report strong earnings growth in its upcoming report, but analysts' estimates have been revised slightly lower in the past month.","['Cummins', 'earnings', 'estimates', 'stock performance']",Cummins (CMI) Outpaces Stock Market Gains: What You Should Know,positive
"Shein, the China-founded fast-fashion brand, has filed confidentially for an IPO, aiming for a valuation of up to $90 billion. However, the company faces controversies over labor practices, environmental impact, and competition in the apparel industry, which could pose challenges for its stock performance.","['Shein', 'IPO', 'fast-fashion', 'apparel industry', 'labor practices', 'environmental impact']",Shein IPO: What Investors Should Know About the Fast-Fashion Star,negative
"Energy Vault Holdings, a renewable energy storage startup, reported Q3 earnings that beat expectations on revenue but missed on profit. While the company saw growth in revenue and bookings, its gross profit margin remained flat, suggesting it has not yet achieved significant advantages from scale.","['Energy Vault Holdings', 'renewable energy storage', 'earnings report']",Why Energy Vault Stock Exploded 40% Higher This Morning,neutral
"loanDepot reported Q2 2023 revenue of $271.83 million, a 11.9% year-over-year decline, and EPS of -$0.19 compared to -$1.10 a year ago. The company's revenue beat the Zacks Consensus Estimate, but EPS missed it. Key metrics like loan origination volume, net interest income, and gain on origination and sale of loans were also reported.","['loanDepot', 'earnings', 'Q2 2023', 'revenue', 'EPS', 'key metrics']",loanDepot (LDI) Q2 Earnings: Taking a Look at Key Metrics Versus Estimates,neutral
"The article discusses the potential upside for Viad (VVI) stock based on the consensus price target set by Wall Street analysts. It suggests that the stock could climb 36.2% to reach the average price target of $40.67, though the analysts' price targets should be treated with skepticism.","['Viad', 'price target', 'earnings estimate revisions', 'Zacks Rank']",Can Viad (VVI) Climb 36.16% to Reach the Level Wall Street Analysts Expect?,positive
